            configname    selected        comp_n(Na)    formation_energy    hull_dist(ALL,comp)
    SCEL2_1_2_1_0_0_0/365         0        5.00000000         -1.29177147             0.11155677
    SCEL2_1_2_1_0_0_0/366         0        5.00000000         -1.28949630             0.11383194
    SCEL2_1_2_1_0_0_0/367         0        5.00000000         -1.26683330             0.13649494
    SCEL2_1_2_1_0_0_0/368         0        5.00000000         -1.27120807             0.13212016
    SCEL2_1_2_1_0_0_0/369         0        5.00000000         -1.25188111             0.15144712
    SCEL2_1_2_1_0_0_0/37          0        2.00000000         0.96758266              0.97372436
    SCEL2_1_2_1_0_0_0/370         0        5.00000000         -1.23701967             0.16630857
    SCEL2_1_2_1_0_0_0/371         0        5.00000000         -1.25493057             0.14839766
    SCEL2_1_2_1_0_0_0/372         0        5.50000000         -1.41983060             0.20198029
    SCEL2_1_2_1_0_0_0/373         0        5.50000000         -1.47717212             0.14463878
    SCEL2_1_2_1_0_0_0/374         0        5.50000000         -1.53609175             0.08571914
    SCEL2_1_2_1_0_0_0/375         0        5.50000000         -1.44518122             0.17662968
    SCEL2_1_2_1_0_0_0/376         0        5.50000000         -1.47368008             0.14813082
    SCEL2_1_2_1_0_0_0/377         0        5.50000000         -1.50178119             0.12002971
    SCEL2_1_2_1_0_0_0/378         0        5.50000000         -1.52708972             0.09472118
    SCEL2_1_2_1_0_0_0/379         0        5.50000000         -1.55364727             0.06816363
    SCEL2_1_2_1_0_0_0/38          0        2.00000000         0.93329743              0.93943913
    SCEL2_1_2_1_0_0_0/380         0        5.50000000         -1.49951484             0.12229605
    SCEL2_1_2_1_0_0_0/381         0        5.50000000         -1.48194883             0.13986206
    SCEL2_1_2_1_0_0_0/382         0        5.50000000         -1.57054437             0.05126653
    SCEL2_1_2_1_0_0_0/383         0        5.50000000         -1.57650698             0.04530392
    SCEL2_1_2_1_0_0_0/384         0        5.50000000         -1.41285837             0.20895252
    SCEL2_1_2_1_0_0_0/385         0        5.50000000         -1.41606465             0.20574624
    SCEL2_1_2_1_0_0_0/386         0        5.50000000         -1.45106708             0.17074381
    SCEL2_1_2_1_0_0_0/387         0        5.50000000         -1.46560316             0.15620773
    SCEL2_1_2_1_0_0_0/388         0        5.50000000         -1.58373986             0.03807104
    SCEL2_1_2_1_0_0_0/389         0        5.50000000         -1.54845044             0.07336045
    SCEL2_1_2_1_0_0_0/39          0        2.00000000         1.03317618              1.03931788
    SCEL2_1_2_1_0_0_0/390         0        5.50000000         -1.51448850             0.10732239
    SCEL2_1_2_1_0_0_0/391         0        5.50000000         -1.41882724             0.20298366
    SCEL2_1_2_1_0_0_0/392         0        5.50000000         -1.53986028             0.08195061
    SCEL2_1_2_1_0_0_0/393         0        5.50000000         -1.46854219             0.15326870
    SCEL2_1_2_1_0_0_0/394         0        5.50000000         -1.55527415             0.06653675
    SCEL2_1_2_1_0_0_0/395         0        5.50000000         -1.55387495             0.06793594
    SCEL2_1_2_1_0_0_0/396         0        5.50000000         -1.41452038             0.20729052
    SCEL2_1_2_1_0_0_0/397         0        5.50000000         -1.41660466             0.20520623
    SCEL2_1_2_1_0_0_0/398         0        5.50000000         -1.40259838             0.21921252
    SCEL2_1_2_1_0_0_0/399         0        5.50000000         -1.48389404             0.13791685
    SCEL2_1_2_1_0_0_0/4           0        2.00000000         0.67767007              0.68381177
    SCEL2_1_2_1_0_0_0/40          0        2.00000000         0.97717273              0.98331443
    SCEL2_1_2_1_0_0_0/400         0        5.50000000         -1.34605513             0.27575577
    SCEL2_1_2_1_0_0_0/401         0        5.50000000         -1.50129922             0.12051168
    SCEL2_1_2_1_0_0_0/402         0        5.50000000         -1.47786069             0.14395021
    SCEL2_1_2_1_0_0_0/403         0        5.50000000         -1.54456498             0.07724592
    SCEL2_1_2_1_0_0_0/404         0        5.50000000         -1.54626243             0.07554847
    SCEL2_1_2_1_0_0_0/405         0        5.50000000         -1.43653251             0.18527838
    SCEL2_1_2_1_0_0_0/406         0        5.50000000         -1.47282582             0.14898508
    SCEL2_1_2_1_0_0_0/407         0        5.50000000         -1.50105325             0.12075765
    SCEL2_1_2_1_0_0_0/408         0        5.50000000         -1.37403670             0.24777420
    SCEL2_1_2_1_0_0_0/409         0        5.50000000         -1.50286650             0.11894439
    SCEL2_1_2_1_0_0_0/41          0        2.00000000         0.99683905              1.00298076
    SCEL2_1_2_1_0_0_0/410         0        5.50000000         -1.56058760             0.06122329
    SCEL2_1_2_1_0_0_0/411         0        5.50000000         -1.40489809             0.21691281
    SCEL2_1_2_1_0_0_0/412         0        5.50000000         -1.44471657             0.17709432
    SCEL2_1_2_1_0_0_0/413         0        5.50000000         -1.50364539             0.11816551
    SCEL2_1_2_1_0_0_0/414         0        5.50000000         -1.36866927             0.25314163
    SCEL2_1_2_1_0_0_0/415         0        5.50000000         -1.40158641             0.22022449
    SCEL2_1_2_1_0_0_0/416         0        5.50000000         -1.50528487             0.11652603
    SCEL2_1_2_1_0_0_0/417         0        5.50000000         -1.47351649             0.14829440
    SCEL2_1_2_1_0_0_0/418         0        5.50000000         -1.41204891             0.20976198
    SCEL2_1_2_1_0_0_0/419         0        5.50000000         -1.38032860             0.24148229
    SCEL2_1_2_1_0_0_0/42          0        2.00000000         0.94519472              0.95133642
    SCEL2_1_2_1_0_0_0/420         0        5.50000000         -1.51817197             0.10363892
    SCEL2_1_2_1_0_0_0/421         0        5.50000000         -1.46962111             0.15218979
    SCEL2_1_2_1_0_0_0/422         0        5.50000000         -1.45752849             0.16428240
    SCEL2_1_2_1_0_0_0/423         0        5.50000000         -1.56904831             0.05276258
    SCEL2_1_2_1_0_0_0/424         0        5.50000000         -1.54770362             0.07410728
    SCEL2_1_2_1_0_0_0/425         0        5.50000000         -1.42765766             0.19415324
    SCEL2_1_2_1_0_0_0/426         0        5.50000000         -1.51800367             0.10380723
    SCEL2_1_2_1_0_0_0/427         0        6.00000000         -1.82222037             0.01807319
    SCEL2_1_2_1_0_0_0/428         0        6.00000000         -1.55705058             0.28324298
    SCEL2_1_2_1_0_0_0/429         0        6.00000000         -1.52522200             0.31507156
    SCEL2_1_2_1_0_0_0/43          0        2.00000000         1.02992187              1.03606358
    SCEL2_1_2_1_0_0_0/430         0        6.00000000         -1.69258125             0.14771231
    SCEL2_1_2_1_0_0_0/431         0        6.00000000         -1.70221363             0.13807992
    SCEL2_1_2_1_0_0_0/432         0        6.00000000         -1.63476700             0.20552656
    SCEL2_1_2_1_0_0_0/433         0        6.00000000         -1.60582672             0.23446683
    SCEL2_1_2_1_0_0_0/434         0        6.00000000         -1.78716889             0.05312467
    SCEL2_1_2_1_0_0_0/435         0        6.00000000         -1.80604921             0.03424434
    SCEL2_1_2_1_0_0_0/436         0        6.00000000         -1.71305505             0.12723850
    SCEL2_1_2_1_0_0_0/437         0        6.00000000         -1.81266591             0.02762765
    SCEL2_1_2_1_0_0_0/438         0        6.00000000         -1.66326593             0.17702762
    SCEL2_1_2_1_0_0_0/439         0        6.00000000         -1.51806955             0.32222401
    SCEL2_1_2_1_0_0_0/44          0        2.00000000         1.06675170              1.07289340
    SCEL2_1_2_1_0_0_0/440         0        6.00000000         -1.77627189             0.06402166
    SCEL2_1_2_1_0_0_0/441         0        6.00000000         -1.77352183             0.06677173
    SCEL2_1_2_1_0_0_0/442         0        6.00000000         -1.57005605             0.27023751
    SCEL2_1_2_1_0_0_0/443         0        6.00000000         -1.73580394             0.10448962
    SCEL2_1_2_1_0_0_0/444         0        6.00000000         -1.77317616             0.06711740
    SCEL2_1_2_1_0_0_0/445         0        6.00000000         -1.56695432             0.27333924
    SCEL2_1_2_1_0_0_0/446         0        6.00000000         -1.72069503             0.11959853
    SCEL2_1_2_1_0_0_0/447         0        6.00000000         -1.63975887             0.20053469
    SCEL2_1_2_1_0_0_0/448         0        6.00000000         -1.69005129             0.15024227
    SCEL2_1_2_1_0_0_0/449         0        6.00000000         -1.65755486             0.18273870
    SCEL2_1_2_1_0_0_0/45          0        2.00000000         0.96579053              0.97193223
    SCEL2_1_2_1_0_0_0/450         0        6.00000000         -1.69392282             0.14637074
    SCEL2_1_2_1_0_0_0/451         0        6.00000000         -1.68263584             0.15765772
    SCEL2_1_2_1_0_0_0/452         0        6.00000000         -1.66571163             0.17458193
    SCEL2_1_2_1_0_0_0/453         0        6.00000000         -1.64395259             0.19634096
    SCEL2_1_2_1_0_0_0/454         0        6.00000000         -1.63618941             0.20410415
    SCEL2_1_2_1_0_0_0/455         0        6.00000000         -1.43998686             0.40030670
    SCEL2_1_2_1_0_0_0/456         0        6.00000000         -1.61831026             0.22198330
    SCEL2_1_2_1_0_0_0/457         0        6.00000000         -1.65870575             0.18158781
    SCEL2_1_2_1_0_0_0/458         0        6.00000000         -1.69838825             0.14190531
    SCEL2_1_2_1_0_0_0/459         0        6.00000000         -1.70399149             0.13630207
    SCEL2_1_2_1_0_0_0/46          0        2.00000000         1.03624480              1.04238650
    SCEL2_1_2_1_0_0_0/460         0        6.00000000         -1.69876854             0.14152502
    SCEL2_1_2_1_0_0_0/461         0        6.00000000         -1.72506778             0.11522578
    SCEL2_1_2_1_0_0_0/462         0        6.00000000         -1.38114886             0.45914470
    SCEL2_1_2_1_0_0_0/463         0        6.00000000         -1.62682765             0.21346591
    SCEL2_1_2_1_0_0_0/464         0        6.00000000         -1.62905798             0.21123557
    SCEL2_1_2_1_0_0_0/465         0        6.00000000         -1.69919175             0.14110181
    SCEL2_1_2_1_0_0_0/466         0        6.00000000         -1.61829214             0.22200142
    SCEL2_1_2_1_0_0_0/467         0        6.00000000         -1.56294118             0.27735238
    SCEL2_1_2_1_0_0_0/468         0        6.00000000         -1.61779381             0.22249975
    SCEL2_1_2_1_0_0_0/469         0        6.00000000         -1.48840499             0.35188857
    SCEL2_1_2_1_0_0_0/47          0        2.00000000         1.02000164              1.02614334
    SCEL2_1_2_1_0_0_0/470         0        6.00000000         -1.62131306             0.21898049
    SCEL2_1_2_1_0_0_0/471         0        6.00000000         -1.53540859             0.30488497
    SCEL2_1_2_1_0_0_0/472         0        6.00000000         -1.62641930             0.21387426
    SCEL2_1_2_1_0_0_0/473         0        6.00000000         -1.49677290             0.34352066
    SCEL2_1_2_1_0_0_0/474         0        6.00000000         -1.69981942             0.14047413
    SCEL2_1_2_1_0_0_0/475         0        6.00000000         -1.49949186             0.34080170
    SCEL2_1_2_1_0_0_0/476         0        6.00000000         -1.68426758             0.15602598
    SCEL2_1_2_1_0_0_0/477         0        6.00000000         -1.55756150             0.28273205
    SCEL2_1_2_1_0_0_0/478         0        6.00000000         -1.64813621             0.19215735
    SCEL2_1_2_1_0_0_0/479         0        6.00000000         -1.52984495             0.31044861
    SCEL2_1_2_1_0_0_0/48          0        2.00000000         0.71311522              0.71925692
    SCEL2_1_2_1_0_0_0/480         0        6.00000000         -1.47275073             0.36754283
    SCEL2_1_2_1_0_0_0/481         0        6.00000000         -1.71181401             0.12847955
    SCEL2_1_2_1_0_0_0/482         0        6.00000000         -1.68352987             0.15676369
    SCEL2_1_2_1_0_0_0/483         0        6.00000000         -1.70229832             0.13799524
    SCEL2_1_2_1_0_0_0/484         0        7.00000000         -0.91354814             0.00750896
    SCEL2_1_2_1_0_0_0/485         0        7.00000000         -0.87289658             0.04816052
    SCEL2_1_2_1_0_0_0/486         0        7.00000000         -0.90553329             0.01552381
    SCEL2_1_2_1_0_0_0/487         0        6.50000000         -1.26388512             0.11679021
    SCEL2_1_2_1_0_0_0/488         0        6.50000000         -1.33598014             0.04469519
    SCEL2_1_2_1_0_0_0/489         0        6.50000000         -1.20101248             0.17966285
    SCEL2_1_2_1_0_0_0/49          0        2.00000000         0.66702952              0.67317122
    SCEL2_1_2_1_0_0_0/490         0        6.50000000         -1.36979282             0.01088251
    SCEL2_1_2_1_0_0_0/491         0        6.50000000         -1.37066690             0.01000843
    SCEL2_1_2_1_0_0_0/492         0        6.50000000         -1.26000676             0.12066857
    SCEL2_1_2_1_0_0_0/493         0        6.50000000         -1.25856992             0.12210541
    SCEL2_1_2_1_0_0_0/494         0        6.50000000         -1.31827257             0.06240276
    SCEL2_1_2_1_0_0_0/495         0        6.50000000         -1.25299700             0.12767833
    SCEL2_1_2_1_0_0_0/496         0        6.50000000         -1.24293935             0.13773598
    SCEL2_1_2_1_0_0_0/497         0        6.50000000         -1.15616214             0.22451319
    SCEL2_1_2_1_0_0_0/498         0        6.50000000         -1.33634081             0.04433452
    SCEL2_1_2_1_0_0_0/499         0        6.50000000         -1.29566498             0.08501035
    SCEL2_1_2_1_0_0_0/5           0        2.00000000         0.74165128              0.74779298
    SCEL2_1_2_1_0_0_0/500         0        6.50000000         -1.22149531             0.15918002
    SCEL2_1_2_1_0_0_0/501         0        6.50000000         -1.28627115             0.09440418
    SCEL2_1_2_1_0_0_0/502         0        6.50000000         -1.22657308             0.15410225
    SCEL2_1_2_1_0_0_0/503         0        6.50000000         -1.24610333             0.13457200
    SCEL2_1_2_1_0_0_0/504         0        6.50000000         -1.27469790             0.10597743
    SCEL2_1_2_1_0_0_0/505         0        3.00000000         -0.36423414             0.12201817
    SCEL2_1_2_1_0_0_0/506         0        3.00000000         -0.13875992             0.34749239
    SCEL2_1_2_1_0_0_0/507         0        3.00000000         -0.04577756             0.44047474
    SCEL2_1_2_1_0_0_0/508         0        3.00000000         -0.14201987             0.34423244
    SCEL2_1_2_1_0_0_0/509         0        3.00000000         -0.40599109             0.08026122
    SCEL2_1_2_1_0_0_0/51          0        7.50000000         -0.45023513             0.01120374
    SCEL2_1_2_1_0_0_0/510         0        3.00000000         -0.34857663             0.13767567
    SCEL2_1_2_1_0_0_0/511         0        3.50000000         -0.59432553             0.13198208
    SCEL2_1_2_1_0_0_0/512         0        3.50000000         -0.40276784             0.32353977
    SCEL2_1_2_1_0_0_0/513         0        3.50000000         -0.44710206             0.27920555
    SCEL2_1_2_1_0_0_0/514         0        3.50000000         -0.39213636             0.33417124
    SCEL2_1_2_1_0_0_0/515         0        4.00000000         -0.76129782             0.20506509
    SCEL2_1_2_1_0_0_0/516         0        4.00000000         -0.63506801             0.33129489
    SCEL2_1_2_1_0_0_0/517         0        4.00000000         -0.80914826             0.15721465
    SCEL2_1_2_1_0_0_0/518         0        4.00000000         -0.87995124             0.08641167
    SCEL2_1_2_1_0_0_0/519         0        4.50000000         -1.09089709             0.09394848
    SCEL2_1_2_1_0_0_0/52          0        7.50000000         -0.40861251             0.05282636
    SCEL2_1_2_1_0_0_0/520         0        4.50000000         -1.08512658             0.09971899
    SCEL2_1_2_1_0_0_0/521         0        4.50000000         -1.03196553             0.15288004
    SCEL2_1_2_1_0_0_0/522         0        4.50000000         -0.97642079             0.20842478
    SCEL2_1_2_1_0_0_0/523         0        4.50000000         -1.01536079             0.16948478
    SCEL2_1_2_1_0_0_0/524         0        6.00000000         -1.64325827             0.19703529
    SCEL2_1_2_1_0_0_0/525         0        6.00000000         -1.64134313             0.19895043
    SCEL2_1_2_1_0_0_0/526         0        6.00000000         -1.69621888             0.14407468
    SCEL2_1_2_1_0_0_0/527         0        6.00000000         -1.69710938             0.14318418
    SCEL2_1_2_1_0_0_0/528         0        6.00000000         -1.75021734             0.09007622
    SCEL2_1_2_1_0_0_0/529         0        6.00000000         -1.84029356             0.00000000
    SCEL2_1_2_1_0_0_0/53          0        2.50000000         -0.19578384             0.05041316
    SCEL2_1_2_1_0_0_0/530         0        2.50000000         0.41760721              0.66380421
    SCEL2_1_2_1_0_0_0/531         0        2.50000000         0.32168564              0.56788264
    SCEL2_1_2_1_0_0_0/532         0        5.50000000         -1.23849494             0.38331595
    SCEL2_1_2_1_0_0_0/533         0        5.50000000         -1.57654421             0.04526668
    SCEL2_1_2_1_0_0_0/534         0        5.50000000         -1.43375699             0.18805390
    SCEL2_1_2_1_0_0_0/535         0        5.00000000         -1.33652189             0.06680634
    SCEL2_1_2_1_0_0_0/536         0        5.00000000         -1.31491075             0.08841749
    SCEL2_1_2_1_0_0_0/537         0        4.00000000         -0.78781374             0.17854917
    SCEL2_1_2_1_0_0_0/538         0        4.00000000         -0.86120840             0.10515450
    SCEL2_1_2_1_0_0_0/539         0        2.50000000         0.45099116              0.69718817
    SCEL2_1_2_1_0_0_0/54          0        2.50000000         -0.15840815             0.08778885
    SCEL2_1_2_1_0_0_0/540         0        3.00000000         -0.04237098             0.44388132
    SCEL2_1_2_1_0_0_0/541         0        3.00000000         -0.15254928             0.33370303
    SCEL2_1_2_1_0_0_0/542         0        3.00000000         0.00355570              0.48980801
    SCEL2_1_2_1_0_0_0/543         0        3.50000000         -0.61063262             0.11567499
    SCEL2_1_2_1_0_0_0/544         0        3.50000000         -0.63756614             0.08874146
    SCEL2_1_2_1_0_0_0/545         0        3.50000000         -0.41069349             0.31561412
    SCEL2_1_2_1_0_0_0/546         0        3.50000000         -0.56171880             0.16458881
    SCEL2_1_2_1_0_0_0/547         0        3.50000000         -0.60355904             0.12274856
    SCEL2_1_2_1_0_0_0/548         0        3.50000000         -0.66883165             0.05747596
    SCEL2_1_2_1_0_0_0/549         0        3.50000000         -0.56352999             0.16277762
    SCEL2_1_2_1_0_0_0/55          0        2.50000000         0.23424966              0.48044667
    SCEL2_1_2_1_0_0_0/550         0        4.50000000         -1.05620608             0.12863949
    SCEL2_1_2_1_0_0_0/551         0        4.50000000         -1.07499192             0.10985365
    SCEL2_1_2_1_0_0_0/552         0        4.50000000         -0.85390293             0.33094264
    SCEL2_1_2_1_0_0_0/553         0        4.50000000         -1.01968104             0.16516453
    SCEL2_1_2_1_0_0_0/554         0        4.50000000         -1.01913217             0.16571340
    SCEL2_1_2_1_0_0_0/555         0        4.50000000         -0.86876477             0.31608080
    SCEL2_1_2_1_0_0_0/556         0        4.50000000         -1.06221418             0.12263139
    SCEL2_1_2_1_0_0_0/557         0        4.50000000         -1.09460877             0.09023680
    SCEL2_1_2_1_0_0_0/56          0        2.50000000         0.10200083              0.34819783
    SCEL2_1_2_1_0_0_0/57          0        2.50000000         0.23890036              0.48509737
    SCEL2_1_2_1_0_0_0/58          0        2.50000000         0.18032456              0.42652157
    SCEL2_1_2_1_0_0_0/59          0        2.50000000         0.20694691              0.45314391
    SCEL2_1_2_1_0_0_0/6           0        2.00000000         0.80295051              0.80909221
    SCEL2_1_2_1_0_0_0/60          0        2.50000000         0.19817408              0.44437109
    SCEL2_1_2_1_0_0_0/61          0        2.50000000         0.21121399              0.45741099
    SCEL2_1_2_1_0_0_0/62          0        2.50000000         0.23777720              0.48397421
    SCEL2_1_2_1_0_0_0/63          0        2.50000000         0.12514065              0.37133766
    SCEL2_1_2_1_0_0_0/64          0        2.50000000         0.21613704              0.46233405
    SCEL2_1_2_1_0_0_0/65          0        2.50000000         0.12244288              0.36863988
    SCEL2_1_2_1_0_0_0/66          0        2.50000000         0.18442516              0.43062216
    SCEL2_1_2_1_0_0_0/67          0        2.50000000         0.23728924              0.48348624
    SCEL2_1_2_1_0_0_0/68          0        2.50000000         0.24514393              0.49134093
    SCEL2_1_2_1_0_0_0/69          0        2.50000000         0.21512810              0.46132510
    SCEL2_1_2_1_0_0_0/7           0        2.00000000         0.76369474              0.76983645
    SCEL2_1_2_1_0_0_0/70          0        2.50000000         0.18748238              0.43367939
    SCEL2_1_2_1_0_0_0/71          0        2.50000000         0.23241208              0.47860909
    SCEL2_1_2_1_0_0_0/72          0        2.50000000         0.24521129              0.49140829
    SCEL2_1_2_1_0_0_0/73          0        2.50000000         0.15898070              0.40517771
    SCEL2_1_2_1_0_0_0/74          0        2.50000000         0.28163443              0.52783144
    SCEL2_1_2_1_0_0_0/75          0        2.50000000         0.29458358              0.54078058
    SCEL2_1_2_1_0_0_0/76          0        2.50000000         0.27149184              0.51768884
    SCEL2_1_2_1_0_0_0/77          0        2.50000000         0.34515858              0.59135559
    SCEL2_1_2_1_0_0_0/78          0        2.50000000         0.34477926              0.59097627
    SCEL2_1_2_1_0_0_0/79          0        2.50000000         0.41011173              0.65630873
    SCEL2_1_2_1_0_0_0/8           0        2.00000000         0.72643105              0.73257275
    SCEL2_1_2_1_0_0_0/80          0        2.50000000         0.43271611              0.67891312
    SCEL2_1_2_1_0_0_0/81          0        2.50000000         0.28193555              0.52813256
    SCEL2_1_2_1_0_0_0/82          0        2.50000000         0.36027146              0.60646847
    SCEL2_1_2_1_0_0_0/83          0        2.50000000         0.36748440              0.61368140
    SCEL2_1_2_1_0_0_0/84          0        2.50000000         0.37408105              0.62027805
    SCEL2_1_2_1_0_0_0/85          0        2.50000000         0.51198523              0.75818223
    SCEL2_1_2_1_0_0_0/86          0        2.50000000         0.39208246              0.63827946
    SCEL2_1_2_1_0_0_0/87          0        2.50000000         0.41027390              0.65647090
    SCEL2_1_2_1_0_0_0/88          0        2.50000000         0.32126166              0.56745866
    SCEL2_1_2_1_0_0_0/89          0        2.50000000         0.44986991              0.69606691
    SCEL2_1_2_1_0_0_0/9           0        2.00000000         0.75575146              0.76189316
    SCEL2_1_2_1_0_0_0/90          0        2.50000000         0.29244401              0.53864101
    SCEL2_1_2_1_0_0_0/91          0        2.50000000         0.44554721              0.69174422
    SCEL2_1_2_1_0_0_0/92          0        2.50000000         0.46573229              0.71192930
    SCEL2_1_2_1_0_0_0/93          0        2.50000000         0.14617016              0.39236716
    SCEL2_1_2_1_0_0_0/94          0        2.50000000         0.34969909              0.59589609
    SCEL2_1_2_1_0_0_0/95          0        2.50000000         0.40945391              0.65565092
    SCEL2_1_2_1_0_0_0/96          0        2.50000000         0.20696362              0.45316063
    SCEL2_1_2_1_0_0_0/97          0        2.50000000         0.49999337              0.74619038
    SCEL2_1_2_1_0_0_0/98          0        2.50000000         0.13407302              0.38027002
    SCEL2_1_2_1_0_0_0/99          0        2.50000000         0.52785788              0.77405488
